Company Name,Website,Company Description,Industry,Founder Name,Founder LinkedIn ,Founded,Team Size,Location,Socials
Baseline AI,https://www.baselinetrials.com/,AI document creation and data management for clinical trials,"artificial-intelligence, saas, health-tech, b2b, biotech","Zoe Sheill, Nabil Baugher","https://linkedin.com/in/zoesheill, https://linkedin.com/in/nabil-baugher-93822a18a",2023,2,San Francisco,https://linkedin.com/in/zoesheill
Polymet,https://polymet.ai,"Polymet uses AI to help non-designers create production-ready designs and front-end code. They explain what they want or provide an image, and Polymet designs the interface. Our customers use Polymet instead of hiring designers and save thousands of dollars every month.",AI Product Design,"Yusuf Hilmi, Furkan Köseoğlu","https://linkedin.com/in/yusufhilmi, https://www.linkedin.com/in/furkanksl",2024,2,N/A,https://twitter.com/polymetai
Maitai,https://trymaitai.ai,"Maitai makes building reliable AI applications easy. We autocorrect faulty model output in real-time and automatically fine-tune models that learn from their mistakes. This means our customers get more reliable results immediately, and over time, they gain custom models built specifically for their application that only get better and faster. Maitai is here to deliver the next generation of reliable AI inference.","Artificial Intelligence, Developer Tools, SaaS, B2B","Christian DalSanto, Ian Hoegen","https://linkedin.com/in/christian-dalsanto, https://linkedin.com/in/ihoegen",2024,3,San Francisco,https://linkedin.com/company/maitai-inc/
autarc,https://www.autarc.energy/en,"autarc is the OS for Europe's One-Stop Energy Installers, providing a unified platform for energy installers to streamline their planning and installation processes with software that integrates CRM, planning, and design tools. It aims to reduce project time and improve efficiency in heat pump and photovoltaic system deployments.","artificial-intelligence, lidar, computer-vision, b2b, climate","Etienne-Noel Krause, Thies Hansen, Marius Seufzer","https://linkedin.com/in/etienne-krause, https://linkedin.com/in/thies-hansen, https://linkedin.com/in/marius-seufzer",2023,15,"Berlin, Germany",https://www.linkedin.com/company/autarc-energy
Comfy Deploy,https://comfydeploy.com,"Comfy Deploy lets developers build and deploy workflows that use Stable Diffusion and other models to produce images and video. It provides a unified, team-focused environment eliminating self-hosting issues, provides powerful GPU infrastructure, and allows custom configurations for workflows.","artificial intelligence, api","Nicholas Kao, Benny Kok","https://www.linkedin.com/in/nick-kao-468540174/,https://www.linkedin.com/in/benny-kok-226a52127/",2024,3,San Francisco,https://www.linkedin.com/company/comfy-deploy
Outerport,https://outerport.com,"Outerport helps AI read documents the way a researcher would - building up understanding section by section and checking facts along the way, instead of just matching similar phrases.","aiops, developer-tools, saas, infrastructure, ai","Towaki Takikawa, Allen Wang","https://linkedin.com/in/tovacinni, https://www.linkedin.com/in/allenhw",2024,2,San Francisco,https://linkedin.com/company/outerport
Pulse,https://www.runpulse.com/,"Pulse converts complex information into LLM-ready inputs. Our API supports all document formats, from PDFs to Word, Excel, etc. Pulse integrates seamlessly with any existing data pipeline in minutes without any training or complexity.","generative-ai, saas, b2b, data-engineering, enterprise-software","Sid Manchkanti, Ritvik Pandey","https://www.linkedin.com/in/sidmanchkanti/, https://www.linkedin.com/in/ritvikpandey22/",2024,4,San Francisco,https://www.linkedin.com/company/pulse-ai-corp/
Fazeshift,https://www.fazeshift.com/,"Fazeshift is an AI agent for automating Accounts Receivable, connecting data across software platforms and using LLMs to automate the previously manual workflow.","fintech, b2b, ai","Caitlin Leksana, Timmy Galvin","https://www.linkedin.com/in/caitlinleksana/, https://www.linkedin.com/in/timmygalvin/",2023,2,San Francisco,https://www.linkedin.com/company/fazeshift/
Corgi,https://secret.corgi.insure,Corgi is building the first full stack AI insurance carrier. Insurance is 12% of US GDP. We’re taking it all.,"Fintech, Insurance, AI","Nico Laqua, Emily Yuan","https://www.linkedin.com/in/nico-laqua-302b17233, https://www.linkedin.com/in/emilyyuan96",2024,13,San Francisco,https://twitter.com/nico_laqua?lang=en
Weave Robotics,https://www.weaverobots.com,"Making the world’s first personal robot that's built for the home. Our robot, Isaac, will autonomously tidy up endless messes, fold laundry, and care for your home while you’re away, and we’re shipping our first 30 in fall of 2025.",Robotics,"Evan Wineland, Kaan Dogrusoz","https://www.linkedin.com/in/ecwineland/, https://www.linkedin.com/in/kaan-dogrusoz-073b748a/",2024,2,N/A,https://www.linkedin.com/company/weave-robotics
ClaimSorted,https://claimsorted.com,"ClaimSorted helps insurance companies remove the hassle of managing claims by enabling them to outsource their claim operations to us. This service is known as a Third Party Administrator (TPA). Unlike traditional TPAs, we blend AI and best-in-class experts to deliver a 5-star customer experience, minimise mistakes and speed up claim assessment.",Insurance Technology,"Pavel Gertsberg, German Mikulski","https://linkedin.com/in/pavel-gertsberg, https://www.linkedin.com/in/german-mikulski/",2024,20,"London, England, GB",https://twitter.com/grtspvl
Hey Revia,https://heyrevia.ai,"Hey Revia is a voice AI that handles complex phone calls for healthcare providers. Our software automates complex menus, reduces hold times, and handles tedious phone calls—verifying provider details, updating insurance info, and securing approvals. We offer Revia as web app, mobile app and API.","healthcare, call-center, ai-assistant","Shaun Wei, David (Wenbo) Zhu","https://linkedin.com/in/shaunwei, https://www.linkedin.com/in/david-w-zhu/",2024,4,San Francisco,https://linkedin.com/company/heyrevia
"DeepSim, Inc.",https://www.deepsim.io,An AI physics simulator for AI chip design,"artificial-intelligence, b2b, semiconductors","Connor McClellan, Alexander Gabourie, Chuck Koroglu","https://www.linkedin.com/in/connor-j-mcclellan, https://www.linkedin.com/in/alexgabourie/, https://www.linkedin.com/in/ckoroglu/",2020,3,Mountain View,https://www.linkedin.com/company/deepsim-inc/
Kura,https://www.usekura.com,"Kura is a DevOps copilot that helps software teams manage their cloud infrastructure by integrating directly with services like AWS to help respond to incidents, provision resources, and search over cloud systems.","developer-tools, devops, cloud-computing, infrastructure, ai-assistant","Mark Dawson, Trevor Reed","https://www.linkedin.com/in/markedwarddawson/, https://www.linkedin.com/in/trevorar",2024,2,San Francisco,https://x.com/kura_labs
Drillbit,https://www.drillbit.com,"Drillbit automates office work for residential contractors using AI receptionists and LLM-based quoting tools to manage jobs from lead, to quote, to scheduling, staffing, and payment.",Home Service Software,Alexander Seutin,https://www.linkedin.com/in/aseutin,2023,2,"Austin, TX, US / Remote",https://www.linkedin.com/company/98805941/
Unbound Security,https://www.unboundsecurity.ai/,Unbound Security prevents leakage of sensitive information when employees use Gen AI applications. We discover and catalog all AI apps in use by employees and help security teams understand the risk levels of each of these apps.,Cybersecurity,"Rajaram Srinivasan, Vignesh Subbiah","https://www.linkedin.com/in/rajaramsrinivasan, https://www.linkedin.com/in/vigneshsubbiah16/",2023,4,N/A,https://www.linkedin.com/company/91353269/
MinusX,https://minusx.ai,"MinusX is a chrome extension that adds a side chat to your analytics apps (Jupyter, Metabase, Grafana, Tableau, etc). Given an instruction, our agent operates your apps - by clicking & typing, just like you do - to analyze data and answer queries.","machine-learning, analytics, data-science, ai, ai-assistant","Vivek Aithal, Sreejith Puthanpurayil, Arpit Saxena","https://www.linkedin.com/in/vivek-aithal-575b207b/, https://www.linkedin.com/in/ppsreejith, https://www.linkedin.com/in/arpittarang/",2024,3,San Francisco,https://www.linkedin.com/company/minusx-ai
Propaya,https://www.propaya.com,"Propaya uses AI to automate commercial lease abstractions and reviews, enabling real estate professionals to distill complex lease data into actionable insights. Propaya customers save 90% of lease review processing time and cost compared to before.","Artificial Intelligence, Real Estate, Housing, Proptech","Reader Wang, Jake Golas","https://www.linkedin.com/in/reader-wang-70bb31166/, https://www.linkedin.com/in/jacob-golas/",2024,2,San Francisco,https://www.linkedin.com/company/propaya/
Mineflow,http://mineflow.ai/,"Mineflow is an AI platform for mineral exploration that generates predictions for mineral deposit shapes and locations, empowering mining companies from initial exploration to advanced feasibility studies.",AI/Technology,Ryan Goggins,https://www.linkedin.com/in/rgoggins,2024,1,"San Mateo, CA, US",https://www.linkedin.com/company/mineflowai
Random Labs,https://www.ycombinator.com/companies/random-labs,Random Labs is building fully open source software agents for code generation and software engineering.,"artificial-intelligence, developer-tools, open-source, ai-assistant","Kiran, Mihir",https://www.ycombinator.com/people/garry-tan,2024,N/A,N/A,https://x.com/0xrandomlabs
Hamming AI,https://hamming.ai/,Automated AI voice agent testing.,AI / Voice Technology,"Sumanyu Sharma, Marius Buleandra","https://www.linkedin.com/in/sumanyusharma, https://www.linkedin.com/in/mariusbuleandra",2024,2,"San Francisco, CA, US",https://twitter.com/HammingAI
Gauge,https://gauge.sh,Gauge is solving the monolith/microservices dilemma by helping enterprises break large codebases into small pieces. They are building tools to modularize the monolith and provide a way to deploy a single codebase as independent services.,"developer-tools, saas, b2b, open-source, web-development","Caelean Barnes, Evan Doyle","https://linkedin.com/in/caelean, https://www.linkedin.com/in/evan-doyle-060b0ab9",2024,2,San Francisco,https://twitter.com/the1024th
Stempad,https://www.stempad.com,"Notion for science. It is the world's first true pen-and-paper alternative to fast scientific writing and collaborating, allowing users to share work, collaborate in real time, store data, annotate, write papers, plan, take notes, and create presentations.",Education Technology,Ralph Rouhana,https://www.linkedin.com/in/ralph-rouhana,2024,1,N/A,https://www.linkedin.com/company/stempad
Miru,https://www.miruml.com,Deployment infrastructure for robotics and IoT that helps developers easily deploy updates over-the-air to fleets of robots and IoT devices by simply pushing new changes to GitHub.,"robotics, iot, developer-tools, aiops","Armel Talla, Vedant Nair, Benjamin Smidt","https://linkedin.com/in/armeltalla, https://linkedin.com/in/vedantnair, https://linkedin.com/in/benjamin-smidt",2024,3,San Francisco,https://linkedin.com/company/miruml
TradeFlow,https://www.tradeflowai.com/,"TradeFlow is AI-powered settlement for financial securities, enabling back offices to automate and improve the efficiency of trade settlements using AI technology.","fintech, ai, b2b, saas","Taryn Reardon, Liam Breen","https://www.linkedin.com/in/taryn-reardon/, https://www.linkedin.com/in/liam-breen-456081124/",2024,2,New York,https://www.linkedin.com/company/tradeflowai/
Zenbase AI,https://zenbase.ai,Continuous prompt optimization for LLMs from DSPy core contributors. Zenbase helps developers focus on programming by automating prompt engineering and model selection.,"generative-ai, saas, open-source, infrastructure, ai","Cyrus Nouroozi,Amir Mehr","https://linkedin.com/in/knouroozi,https://www.linkedin.com/in/amir--mehr/",2024,2,San Francisco,https://www.linkedin.com/company/zenbase-ai/
Saturn,https://www.SaturnOS.com,"Compliance and back office workflows for Wealth Managers. Saturn is an AI-powered operating system for wealth management built to automate investment research, streamline operations, and ensure compliance.","fintech, generative-ai, b2b","Amal Jolly, Michael Ettlinger, Rohit Vaish","https://www.linkedin.com/in/amaljolly, https://www.linkedin.com/in/michaelettlinger/, https://www.linkedin.com/in/rohit-vaish/",2023,8,"London, United Kingdom",https://twitter.com/theamaljolly
Overlap,https://www.joinoverlap.com/,"Overlap builds multimodal AI agents that can do literally anything you want related to video, such as finding specific moments, generating clips, or analyzing your video library. What takes media companies thousands of hours, we do in seconds.","consumer, media, podcasts, ai","Jonathan Baer, Casey Traina","https://www.linkedin.com/in/jonathan-baer-profile/,https://linkedin.com/in/caseytraina",N/A,3,"San Francisco, CA, US",https://x.com/JoinOverlap
Planbase,https://www.joinplanbase.com/,Workforce management for modern healthcare,"health-tech, saas, b2b","Jack Light, Joe Shearman","https://www.linkedin.com/in/jd-light/, https://www.linkedin.com/in/joes20/",2023,2,San Francisco,https://www.linkedin.com/company/joinplanbase/
Elayne,https://www.elayne.com/,"Elayne empowers families to build generational wealth by automating estate planning and settlements on a single, unified platform. It manages the entire estate transfer process, facilitating $3 trillion in wealth transfers annually, with a ~3% take rate.",AI / Estate Planning,"Adria Ferrier, Jacob Grafenstein","https://www.linkedin.com/in/adria-ferrier-8b242836/, https://www.linkedin.com/in/jake-grafenstein-33737270/",2024,2,"Denver, CO, US / New York, NY, US",https://www.linkedin.com/company/meetelayne/
Undermind,https://www.undermind.ai,"An AI agent for scientific research that dramatically outperforms traditional keyword search and other modern AI-based retrieval methods, helping researchers find very specific resources to solve high-stakes problems.","Artificial Intelligence, Machine Learning, Biotech, Search","Joshua Ramette, Tom Hartke","https://linkedin.com/in/joshua-ramette-50984791, https://www.linkedin.com/in/thomas-hartke-229a0679/",2023,2,San Francisco,https://twitter.com/UndermindAI
AminoAnalytica,https://www.aminoanalytica.com,"AminoAnalytica specializes in AI-powered protein optimization, developing the world's first dedicated AI agent for protein engineering that integrates with human bioengineering teams to enhance protein properties semi-autonomously.","synthetic biology, biotech, manufacturing, climate, ai","Abhi Rajendran, Matteo Peluso, Adam Wu","https://www.linkedin.com/in/abhirajen/, https://linkedin.com/in/matteo-peluso-872b85199/, https://linkedin.com/in/akhwu/",2024,2,San Francisco,https://www.linkedin.com/company/aminoanalytica/
ProhostAI,https://www.prohost.ai/,AI Property Manager for short-term rental hosts on Airbnb and other platforms.,"artificial-intelligence, saas, b2b, travel, ai-assistant","Bill Ulammandakh, Andrew Lawson","https://www.linkedin.com/in/bulam/, https://www.linkedin.com/in/aeriklawson/",2024,5,San Francisco,https://www.linkedin.com/company/prohostai/
Pharos,https://pharos.health/,"Pharos automates hospital quality reporting, saving millions in labour costs and helping to prevent avoidable patient harm. Our AI pulls complex facts out of unstructured medical records automatically, automating reporting and showing staff where avoidable patient harm is happening.","health-tech, digital-health, healthcare, healthcare-it, ai","Felix Brann, Matthew Jones","https://linkedin.com/in/felix-brann, https://www.linkedin.com/in/matthewrj",2024,3,San Francisco,https://linkedin.com/company/pharoshealth/
Typa - by Weavel,https://typa.ai,"Automate inbound through authentic, everyday content posted by AI.","generative-ai, b2b, marketing, ai","Andrew Chung, Hyun Jie Jung, Junyoung Park","https://linkedin.com/in/sounhochung, https://www.linkedin.com/in/hyunjiejung/, https://www.linkedin.com/in/jun-park314/",2023,3,San Francisco,https://twitter.com/sounhochung
Dench,https://dench.com,"AI Secretary to pre-qualify leads for law firms. Our Voice AI Agent streamlines lead qualification for high-volume law firms, efficiently handling initial client screening.","AI, Legal, LegalTech, B2B","Mark Rachapoom, Kumar Abhirup","https://www.linkedin.com/in/markrachapoom/, https://www.linkedin.com/in/kumareth",2025,2,San Francisco,https://www.linkedin.com/company/denchcom
Odo,https://www.odo.do/,Help companies find and win government contracts with AI,"generative-ai, govtech, b2b, productivity, procurement","Yooni Ahn, Andrew Wagner","https://www.linkedin.com/in/yooni-ahn/, https://www.linkedin.com/in/drewag",2023,2,San Francisco,https://www.linkedin.com/company/odolabs/
Dodo,https://www.dodo.health/,"Dodo develops AI employees for specialty clinics, starting with veterinarians, fine-tuned on industry-specific knowledge and trained on protocols taken directly from employee manuals and playbooks, which often span multiple binders. Clinics hire Dodo's labor-as-a-software to handle front and back-office tasks, enabling clinics to provide 24/7 service. Dodo answers calls, sends medical records, and refills prescriptions—fully autonomously, with no human in the loop.","healthcare, healthcare-it, call-center, conversational-ai, ai-assistant","Dominik Moehrle, Julius Hillebrand, Tim Reinhart","https://www.linkedin.com/in/dominik-moehrle/, https://www.linkedin.com/in/juliushillebrand/, https://www.linkedin.com/in/t-reinhart/",2024,3,San Francisco,https://www.linkedin.com/company/dodoinc/
SureBright,https://surebright.com/,SureBright lets e-commerce merchants embed 'Apple Care' like product warranties into their checkout flows in less than 10 minutes. Our AI-powered warranty platform generates incremental revenue and boosts customer loyalty at zero cost to the merchant.,"fintech, e-commerce, insurance, retail, ai","Manish Chauhan, Sanket Munjal","https://www.linkedin.com/in/manishchauhan01/, https://www.linkedin.com/in/sanketmunjal/",2022,11,New York,https://www.linkedin.com/company/surebright/
Ares Industries,https://aresindustries.com,Building low-cost cruise missiles,"aerospace, industrial","Alex Tseng, Devan Plantamura","https://www.linkedin.com/in/alextseng1/, https://www.linkedin.com/in/devanplantamura/",2024,2,"El Segundo, CA",https://linkedin.com/company/aresindustries
Paasa,https://paasa.com,"Paasa is the global investing platform for aspiring HNIs in emerging markets, streamlining the process for high-net-worth individuals to invest internationally despite challenges like capital controls and changing tax laws.","fintech, consumer, investing, emerging markets","Nitish Sahni, Sparsh Sharma","https://linkedin.com/in/nitishsahni, https://www.linkedin.com/in/sparsh-sharma-design/",2024,2,"Gurugram, India",https://paasa.com
Kopra Bio,https://kopra.bio,"Kopra Bio makes genetically engineered viruses that teach your immune system to kill cancer using tech we developed at UCSF. We’re making the next Keytruda ($25B/yr cancer drug blockbuster) starting with the most aggressive form of brain cancer, glioblastoma. In the most challenging brain cancer model, we improve survival from 0% with the current FDA approved treatment to 90% with our treatment.","gene-therapy, synthetic-biology, biotech, therapeutics, oncology","Andrew Bartynski, Alexander Haddad","https://www.linkedin.com/in/andrewbartynski/, https://www.linkedin.com/in/alexander-haddad-49b484305/",2024,2,San Francisco,https://www.linkedin.com/company/kopra-bio
Sorcerer,https://sorcerer.earth,"We build weather balloons that collect 1000x more data than traditional systems. Sorcerer has $5.5+ of signed LOIs with the US National Weather Service, the Department of Defense, and the government of El Salvador.","artificial-intelligence, hard-tech, hardware, climate, aerospace","Austin Tindle, Maxmillion McLaughlin, Alessandro Vecchi","https://www.linkedin.com/in/austintindle, https://www.linkedin.com/in/maxmclau/, https://www.linkedin.com/in/avecchi/",2024,3,San Francisco,https://www.linkedin.com/in/austintindle
MagiCode,https://www.magicode.ai/,"MagiCode is an AI-powered frontend agent that writes, reviews, and rigorously tests code before pushing a PR—helping busy frontend teams offload complex, repetitive tasks from their workload.","developer-tools, generative-ai, saas, b2b, enterprise-software","Jeff He, Anirudh Sriram","https://www.linkedin.com/in/jeff-he-99a96b163/, https://www.linkedin.com/in/anirudh-sriram-1b136318a/",2024,2,"Stanford, CA",https://www.linkedin.com/company/magicode-ai
Mica AI,https://usemica.com/,"Mica builds AI Agents that automate B2B sales. Our agents analyze sales calls, generate tailored collateral, and follow up until the deal is closed.","Artificial Intelligence, SaaS, Sales, Sales Enablement","Achyuta Iyengar, Bharadwaj Swaminathan, Jai Yarlagadda","https://www.linkedin.com/in/achyuta-iyengar/, https://www.linkedin.com/in/bharadwajswaminathan, https://www.linkedin.com/in/jai-yarlagadda-8a4733109/",2023,3,San Francisco,https://www.linkedin.com/company/mica-ai
PathPilot,https://www.getpathpilot.com/,"PathPilot makes it easy to understand what your users are experiencing by extracting key highlights from hours of session replay videos. Quickly see how users interact with new features, uncover hidden UI issues, ensure smooth experiences for top customers, and receive recommendations for UI improvements.",AI,"Vladimir Korshin, Victor Laguna","https://www.linkedin.com/in/vladimirkorshin/, https://www.linkedin.com/in/vlaguna/",2024,3,"Palo Alto, CA, US / San Jose, CA, US / Mountain View, CA, US",https://www.linkedin.com/company/getpathpilot
Village Labs,https://villagelabs.app/,Helping America's businesses become employee owned by helping them set up and manage an employee stock ownership plan (ESOP).,"fintech, human-resources","Roger Cawdette, Turja Chowdhury","https://linkedin.com/in/rogercawdette, https://linkedin.com/in/tchowd",2023,2,New York,https://linkedin.com/in/rogercawdette
Soff,https://soff.ai,"Soff is a supply chain OS for manufacturing companies. We unify supply chain data and automate core workflows, such as data entry, requesting quotes, comparing quotes, and issuing purchase orders.","supply chain, manufacturing, enterprise software","Raban von Spiegel, Berni Hausleitner","https://linkedin.com/in/raban, https://www.linkedin.com/in/hausleitnerb/",2024,2,San Francisco,https://www.linkedin.com/company/soff-ai
pap!,https://joinpap.com/,"Agents that earn consumers dollars when they shop, travel, and live. Consumers miss out on $70B+ every year because they're busy and unaware, and that money is sitting in their email inbox. So, we automated reading email receipts and claiming the money they're entitled to, offering a service to which you can sign up once, do (literally) nothing, and earn $.","fintech, consumer, consumer-finance, ai-assistant","Kamal Nahas, Anthony Rassi, Weijie Wang","https://www.linkedin.com/in/kamal-nahas/, https://www.linkedin.com/in/anthonyrassi/, https://www.linkedin.com/in/wjwang2/",2024,3,"Berkeley, CA",https://www.linkedin.com/company/joinpap/
Ply Health,https://plyhealth.com,Faster way to get providers in-network with payers. Ply helps behavioral health providers see more patients by getting them in network with insurance companies like Aetna or Medicaid. Ply submits enrollments 2x faster using automation and AI enabled data validation.,"health-tech, healthcare, automation, ai",Samantha Wu,https://www.linkedin.com/in/samanthawu/,2024,3,New York,https://www.linkedin.com/company/plyhealth
Aviary,https://aviary.video,"Aviary Notebook is an AI-powered video notebook that helps you learn faster from videos, and to share and collaborate with video notes.","AI, Video, Machine Learning",Amy Xiao,https://linkedin.com/in/amyxiao,2024,3,San Francisco,https://www.linkedin.com/company/aviary-video
Superunit,http://superunit.ai,AI powered ERP for companies manufacturing or selling physical goods.,"fintech, machine-learning, saas, b2b, ai","Peter Marler, Zach Yellin-Flaherty","https://www.linkedin.com/in/marler/, https://www.linkedin.com/in/zachary-yellin-flaherty/",2024,2,San Francisco,https://www.linkedin.com/company/unit-iq/
ideate.xyz,https://ideate.xyz,"Automate marketing graphics design at scale. ideate.xyz is a graphics design as API platform that helps founders, marketing teams, and agencies scale their marketing graphics design assets programmatically.","developer-tools, generative-ai, saas, design, design-tools","Jasper Jia, Elliott Thompson","https://www.linkedin.com/in/jasperjia, https://www.linkedin.com/in/ellt92",2024,2,San Francisco,https://twitter.com/nomocodes
Redouble AI,https://redouble.ai/,"Redouble AI is the solution to scale human-in-the-loop for AI workflows in regulated industries. Instead of having to rely on slow and expensive human reviewers, Redouble’s clients save 80% of staff costs and significantly improve the accuracy and quality of their outputs by integrating our tool into their workflows.","generative-ai, b2b, enterprise-software, ai","Martin Bittner, Haotian Li, Andrey Santrosyan","https://www.linkedin.com/in/martinimmanuelbittner/, https://linkedin.com/in/haotian-li-ba327850, https://linkedin.com/in/santrosyan",2024,3,San Francisco,https://www.linkedin.com/company/redouble-ai
Soma Lab,https://somalab.ai,"Soma Lab creates simulated conversations with AI patients to scale healthcare training, allowing students and providers to practice skills and get evaluated.","ai-enhanced-learning, education, healthcare, edtech, ai","Vrishank Saini, Tiko Bdoyan","https://www.linkedin.com/in/vrishanksaini/, https://www.linkedin.com/in/tigran-bdoyan/details/experience/",2024,2,"San Francisco, CA, US / Chicago, IL, US / Remote (US)",https://somalab.ai
Rewbi,https://www.rewbi.com/,"Rewbi uses AI to optimize grid-connected battery storage, increasing revenue by charging when electricity is cheap and discharging when electricity is expensive. It rents battery storage for a fixed fee per month and earns more than double that fee in monthly revenue by optimally dispatching the battery.",Energy,"Thomas Marge, Derek Modzelewski","https://linkedin.com/in/thomas-marge, https://linkedin.com/in/derekmod",2024,2,"Denver, CO, US / San Francisco, CA, US / Remote (US)",https://www.linkedin.com/company/rewbi
Vera Health,https://www.vera-health.ai,AI-powered clinical decision support for healthcare providers,healthcare,"Taieb Bennani, Maxime Allouch","https://www.linkedin.com/in/taiebbennani/, https://www.linkedin.com/in/maxime-allouch/",2024,2,San Francisco,https://www.linkedin.com/company/vera-health-ai/
Simplex,https://simplex.sh,"Simplex is an API that allows developers to easily take actions on the web. Customers across real estate, healthcare, and finance use us to reliably fill out forms, upload/download files, and extract data, often as part of a larger AI agent workflow.","machine-learning, robotic-process-automation, b2b, ai","Shreya Karpoor, Marco Nocito","https://linkedin.com/in/shreya-karpoor, https://linkedin.com/in/marco-nocito-716569196",2024,2,San Francisco,https://linkedin.com/company/simplex-data/
RowBoat Labs,https://www.rowboatlabs.com,"RowBoat Labs offers pre-trained LLM agents for customer support, which continuously learn from usage. Our LLMs are safe and brand-aligned. RowBoat agents seamlessly integrate into your systems and take actions where necessary.","generative-ai, b2b, api, customer-support, conversational-ai","Arjun Maheswaran, Ramnique Singh, Akhilesh Sudhakar","https://linkedin.com/in/arjunmaheswaran, https://www.linkedin.com/in/ramnique, https://www.linkedin.com/in/akhilesh-sudhakar/",2024,3,San Francisco,https://www.linkedin.com/company/rowboat-labs/
Synnax,https://www.synnaxlabs.com/,Unified Hardware Control and Data Processing Software that helps hardware teams evaluate component performance and integrate data storage and processing.,"hard-tech, data-visualization, time-series, industrial, databases","Emiliano Bonilla, Patrick Dotson, Elham Islam","https://www.linkedin.com/in/emiliano-bonilla-8a0a95187/, https://www.linkedin.com/in/patrick-dotson/, https://www.linkedin.com/in/elham-islam-/",2024,3,San Francisco,https://www.linkedin.com/company/synnaxlabs/
Simple AI,https://www.usesimple.ai,"Simple AI places AI calls to help you find things, call customer support, make reservations, and get things done.","artificial-intelligence, consumer, ai, ai-assistant","Catheryn Li, Zach Kamran","https://www.linkedin.com/in/catherynli/, https://www.linkedin.com/in/zach-kamran/",2024,2,San Francisco,https://www.linkedin.com/company/simple-ai-lab/
Spherecast,https://www.spherecast.ai/,"Spherecast is an AI-powered inventory management software for omni-channel e-commerce brands, supporting supply chain managers with demand planning, inventory optimization, and supplier communication. Spherecast tells brands when to reorder, how much, which warehouse to stock, and at what cost. It then autonomously executes these decisions by communicating with suppliers and manufacturers.","Artificial Intelligence, SaaS, B2B, E-commerce, Supply Chain","Leon Hergert, Paul Dietrich, Pascal Schindler","https://linkedin.com/in/leonhergert, https://linkedin.com/in/pauldietrich98, https://linkedin.com/in/pascal-schindler",2023,5,N/A,N/A
Thunder Compute,https://thundercompute.com,Virtualization software to make GPUs 5x cheaper,"artificial intelligence, developer tools, data science, cloud computing, infrastructure","Carl Peterson, Brian Model","https://www.linkedin.com/in/cpeterson42, https://www.linkedin.com/in/brian-model/",2024,3,"Atlanta, GA",https://twitter.com/carl_petey
Ontra Mobility,https://www.ontramobility.com,Ontra helps cities and transit agencies increase ridership through data-driven planning and real-time optimization.,"artificial-intelligence, civic-tech, govtech, climate, transportation","Anthony Trasatti, Connor Riley","https://linkedin.com/in/anthony-trasatti, https://linkedin.com/in/connortriley",2023,2,New York,https://www.ontramobility.com
Coval,https://coval.dev,"Coval is a simulation & evaluation platform for autonomous AI agents, helping engineers launch dependable assistants across chat, voice, and other modalities. We simulate thousands of scenarios engineers don't have to manually test their agents. Our CI/CD evaluations automatically simulate and detect regressions.",AI / Technology,Brooke Hopkins,https://www.linkedin.com/in/bnhop,2024,5,"San Francisco, CA, US",https://linkedin.com/company/covaldev
mdhub,https://www.mdhub.ai/,"mdhub is building AI assistants for mental health clinics to efficiently run their operations. Instead of seeing patients, mental health clinicians spend 50% of their time on other tasks, delaying access to mental health care. We aim to help mental health clinicians become 10x more efficient with mdhub by automating everything that occurs before, during, and after they see patients.","artificial-intelligence, machine-learning, digital-health, healthcare, mental-health","Dominik Middelmann, Efren A. Lamolda","https://www.linkedin.com/in/dominik-middelmann-01232378/, https://www.linkedin.com/in/efrenal/",2023,6,San Francisco,https://www.linkedin.com/company/mdhub-ai
Laminar,https://www.lmnr.ai/,Open-source all-in-one platform for engineering AI products,"aiops, artificial-intelligence, developer-tools, saas, b2b","Robert Kim, Din Mailibay","https://www.linkedin.com/in/skull8888888/, https://www.linkedin.com/in/dinmukhamedm",2024,2,San Francisco,https://www.linkedin.com/company/lmnr-ai/
Pax,https://paxai.com/,Pax uses AI to automate import tax refunds (aka duty drawback) for retailers and manufacturers. The company helps brands under $50M reclaim 3-5% of their revenue by generating more refunds and reducing processing time with AI.,Technology / AI / Financial Services,"Penny Chen, Chris Le","https://www.linkedin.com/in/pennypinyichen/, https://linkedin.com/in/ctle",2024,2,N/A,https://www.linkedin.com/company/getpaxai
Ember Robotics,https://www.emberrobotics.com,"Ember delivers real-time, edge-first diagnostics to keep robots reliable from prototype to scale. Built by ex-Tesla Autopilot engineers, we help robotics teams catch failures early, prevent costly downtime, and iterate with confidence.","robotics, developer-tools, b2b, analytics, data-visualization","Shivani Mouleeswaran, Ritika Shrivastava","https://www.linkedin.com/in/shivanicm, https://www.linkedin.com/in/ritikashrivastava/",2024,2,San Francisco,https://www.linkedin.com/company/ember-robotics
"Hestus, Inc.",https://www.hestus.co,"Hestus is AI-powered CAD software that speeds up hardware development, automating tedious tasks and allowing engineers to focus on creative design.",Software,"Sohrab Haghighat, Kevin Chu","https://www.linkedin.com/in/sohrabhaghighat/, https://linkedin.com/in/kevin-chu-11a4511",2024,3,"San Mateo, CA, US",https://www.linkedin.com/company/hestus-inc
